Day;.TRXFLDGLPU;.BVSP;.IBX50;.IBRX;.SMLL;.MXX;.INMX;.MERV;.IBG;.ADRIAN;.IPSA;.SPX;.NDX;.DJI;.SSMI;.FCHI;.CACT;.GDAXI;.MDAXI;.FTAS;.FTSE;.ADI;.QSI;.BSESN;.NSEI;.BSE100;.CSI300;.SSEC;.HSI;.HSCE;.N225;.N500
19/04/2012;135.95;62618.41;8973.64;21588.05;1444.6;39395.64;2163.42;2352.83;141409.406;3763.52;4541.045;1376.92;2686.82;12964.1;6203.78;3174.02;2399.63;6671.22;10601.98;2987.79;5744.55;2500.22;8638.92;17503.71;5332.4;5364.25;2596.0561;2378.6335;20995.01;11047.43;9588.38;823.5
18/04/2012;136.49;63010.48;9013.12;21645.42;1440.48;39330.12;2162.86;2357.67;144325.5;3756.92;4520.741;1385.14;2716.14;13032.75;6173.35;3240.29;2443.74;6732.03;10661.55;2988.41;5745.29;2513.01;8717.09;17392.39;5300;5340.68;2599.9082;2380.8478;20780.73;10896.89;9667.26;829.27
17/04/2012;136.65;62698.87;8951.66;21486.98;1427.74;39355.17;2165.49;2378.52;143342.219;3756.44;4517.984;1390.78;2723.58;13115.54;6200.27;3292.51;2480.43;6801;10747.35;2997.65;5766.95;2504.88;8713.27;17357.94;5289.7;5329.17;2541.8825;2334.9848;20562.31;10794.6;9464.71;814.52
16/04/2012;135.19;61954.55;8870.85;21310.44;1418.94;39054.84;2141.21;2459.56;145522.906;3751.9;4519.458;1369.57;2670.1;12921.41;6124.91;3205.28;2418.07;6625.19;10545.67;2947.36;5666.28;2499.67;8727.07;17150.95;5226.2;5269.4;2574.044;2357.0262;20610.64;10844.74;9470.64;813.54
15/04/2012;;;;;;;;;;;;;;;;;;;;;;2512.27;8738.89;;;;;;;;;
13/04/2012;135.2;62105.6;8916.82;21392.14;1416.02;39136.99;2094.78;2502.08;147722.625;3759.23;4527.457;1370.26;2698.99;12849.59;6072.12;3189.09;2410.24;6583.9;10494;2943.05;5651.79;;;17094.51;5207.45;5249.18;2580.4541;2359.1612;20701.04;10936.9;9637.99;823.43
12/04/2012;136.57;63058;9061.7;21700.21;1421.29;39357.81;2164.66;2562.68;150386.984;3771.8;4549.723;1387.57;2740.26;12986.58;6125.39;3269.79;2464.88;6743.24;10670.73;2972.3;5710.46;2523.1;8785.17;17332.62;5276.85;5308.54;2570.436;2350.8641;20327.32;10664.61;9524.79;817.19
11/04/2012;134.7;61293.14;8794.23;21136.21;1404.81;39167.14;2173.1;2503.9;148158.391;3779.48;4547.139;1368.71;2708.13;12805.39;6059.82;3237.69;2438.47;6674.73;10439.13;2932.13;5634.74;2532.03;8760.05;17199.4;5226.85;5265.98;2520.0362;2308.9246;20140.67;10503.83;9458.74;814.05
10/04/2012;134.07;61738.28;8796.59;21156.55;1419.69;39035.17;2155.55;2497.05;147350.844;3784.27;4569.422;1358.59;2695.12;12715.93;6061.43;3217.6;2421.3;6606.43;10332.73;2911.34;5595.55;2546.82;8771.07;17243.84;5243.6;5284.34;2519.7883;2305.8632;20356.24;10596.91;9538.02;818.45
09/04/2012;135.98;62923.21;8914.41;21415.35;1440.73;39432.15;2180.62;2522.18;149202.578;3820.84;4606.019;1382.2;2739.98;12929.59;;;;;;;;2546.54;8756.64;17222.14;5234.4;5277.73;2495.1462;2285.7771;;;9546.26;819.27
08/04/2012;;;;;;;;;;;;;;;;;;;;;;2558.14;8778.27;;;;;;;;;
06/04/2012;137.03;;;;;;;;;;;;;;;;;;;;;;;;;;2519.8301;2306.5526;;;9688.45;828.39
05/04/2012;136.95;63691.18;9014.07;21645.8;1458.08;;;2557.46;150844.625;3830.8;4647.99;1398.08;2762.5;13060.14;6163.49;3319.81;2494.75;6775.26;10600.66;2977.03;5723.67;2558.98;8825.18;;;;2512.8317;2302.2409;20593;10744.91;9767.61;834
04/04/2012;137.09;63528.65;9015.41;21644.79;1457.14;39398.88;2185.84;2557.46;150844.625;3821.36;4634.593;1398.96;2745;13074.75;6166.79;3313.47;2490.95;6784.06;10515.43;2967.02;5703.77;2563.77;8849.58;17486.02;5322.9;5362.68;;;;;9819.99;838.01
03/04/2012;139.12;64284.26;9198.35;22019.62;1459.58;39924.93;2218.38;2605.5;153314.531;3862.09;4655.183;1413.38;2782.78;13199.55;6258.66;3406.78;2563.01;6982.28;10853.01;3036.97;5838.34;2563.57;8852.87;17597.42;5358.5;5391.96;;;20790.98;10859.49;10050.39;852.62
02/04/2012;140.05;65216.25;9335.35;22319.22;1460.51;39908.54;2219.07;;;3882.39;4694.863;1419.04;2784.42;13264.49;6299.38;3462.91;2600.66;7056.65;10873.22;3053.42;5874.89;2559.87;8866.81;17478.15;5317.9;5347.02;;;20522.26;10658.76;10109.87;856.73
01/04/2012;;;;;;;;;;;;;;;;;;;;;;2567.98;8843.11;;;;;;;;;
30/03/2012;138.91;64510.97;9215.43;22035.94;1448.03;39521.24;2189.32;2683.99;155480.5;3851.99;4671.278;1408.47;2755.27;13212.04;6235.51;3423.81;2573.29;6946.83;10703.1;3002.78;5768.45;;;17404.2;5295.55;5315.15;2454.8991;2262.7884;20555.58;10640.16;10083.56;856.34
29/03/2012;138.29;64871.99;9254.54;22092.58;1440.39;39125.35;2180.4;2658.74;154425.031;3841.09;4650.071;1403.28;2762.05;13145.82;6176.26;3381.12;2541.4;6875.15;10531.92;2987.1;5742.03;2553;8790.73;17058.61;5178.85;5204.49;2443.1223;2252.1604;20609.39;10532.98;10114.79;857.94
28/03/2012;139.09;65079.34;9270.43;22134.26;1445.94;38910.68;2173.61;2684.18;157009.25;3851.17;4668.23;1405.54;2770.97;13126.21;6250.43;3430.15;2578;6998.8;10677.21;3022.38;5808.99;2566.92;8790.22;17121.62;5194.75;5209.13;2474.8998;2284.8811;20885.42;10701.37;10182.57;859.99
27/03/2012;140.2;66037.35;9453.35;22518.47;1458.15;38956.32;2178.4;2691.98;157153.656;3876.38;4690.155;1412.52;2782.12;13197.73;6269.38;3469.59;2606.71;7078.9;10821.15;3053.2;5869.55;2574.57;8772.96;17257.36;5243.15;5257.13;2547.1432;2347.1794;21046.91;10811.07;10255.15;863.79
26/03/2012;140.57;66684.59;9499.43;22624.14;1463.86;38863.15;2171.72;2691.76;157550.422;3847.69;4659.971;1416.51;2778.02;13241.63;6283.26;3501.98;2626.42;7079.23;10807.73;3068.61;5902.7;2577.4;8726.5;17052.78;5184.25;5201.57;2555.4415;2350.5992;20668.86;10591.52;10018.24;845.87
25/03/2012;;;;;;;;;;;;;;;;;;;;;;2587.67;8705.15;;;;;;;;;
23/03/2012;139.17;65812.95;9331.22;22247;1440.71;38334.9;2142;2711.87;157652.813;3799.1;4617.691;1397.11;2728.55;13080.73;6240.33;3476.18;2604.72;6995.62;10656.55;3041.59;5854.89;;;17361.74;5278.2;5298.59;2552.9395;2349.5386;20668.8;10658.07;10011.47;846.1
22/03/2012;138.83;65828.19;9332.61;22242.29;1436.16;38323.51;2139.26;2673.78;155919.656;3788.15;4586.784;1392.78;2731.5;13046.14;6249.56;3472.46;2600.5;6981.26;10573.05;3036.96;5845.65;2568.29;8653.28;17196.47;5228.45;5248.49;2583.7469;2375.7717;20901.56;10767.49;10127.08;853.57
21/03/2012;139.79;66860.05;9474.25;22544.74;1456.25;38434.51;2150.32;2718.83;157727;3791.87;4620.507;1402.89;2736.88;13124.62;6290;3527.37;2640.1;7071.32;10630.65;3061.07;5891.95;2593.25;8635.87;17601.71;5364.95;5384.19;2587.7926;2378.195;20856.63;10776;10086.49;849.96
20/03/2012;140.05;67295.56;9518.86;22618.29;1456.4;38055.27;2131.39;2692.93;157365.25;3770.04;4614.38;1405.52;2737.63;13170.19;6296.16;3530.83;2642.75;7054.94;10575.18;3059.91;5891.41;2586.53;8646.6;17316.18;5274.85;5290.2;2584.4451;2376.8387;20888.24;10870.61;;
19/03/2012;141.08;67730.31;9598.39;22787.33;1450.72;;;2757.2;160418.391;3802.3;4644.312;1409.75;2733.26;13239.13;6326.56;3577.88;2675.23;7154.22;10712.71;3095.88;5961.11;2604.74;8684.01;17273.37;5257.05;5268.03;2630.0129;2410.184;21115.29;11036.1;10141.99;854.39
18/03/2012;;;;;;;;;;;;;;;;;;;;;;2606.29;8670.81;;;;;;;;;
16/03/2012;140.71;67684.13;9577.83;22743.91;1448.51;38258.45;2137;2765.22;159565.734;3778.65;4585.949;1404.17;2712.78;13232.62;6341.33;3594.83;2686.09;7157.82;10749.31;3098.09;5965.58;;;17466.2;5317.9;5334.53;2623.5197;2404.7357;21317.85;11216.39;10129.83;853.72
15/03/2012;140.15;67749.49;9552.82;22714.77;1461.39;38134.57;2143.98;2744.09;158892.25;3754.55;4580.632;1402.6;2714.79;13252.76;6332.22;3580.21;2674.87;7144.45;10726.2;3084.51;5940.72;2625.85;8659.87;17675.85;5380.5;5402.37;2585.5456;2373.7743;21353.53;11240.57;10123.28;852.42
14/03/2012;139.41;68257.22;9619.73;22872.31;1468.7;37971.44;2135.59;2709.6;157279.109;3731.34;4551.499;1394.28;2708.41;13194.1;6300.43;3564.51;2663.76;7079.42;10665.7;3088.34;5945.43;2630.11;8627.34;17919.3;5463.9;5488.3;2605.1056;2391.2298;21307.89;11300.41;10050.52;845.83
13/03/2012;139.9;68394.33;9618.59;22857.99;1469.72;38019.76;2138;2711.94;157215.047;3723.6;4529.005;1395.95;2697.43;13177.68;6260.02;3550.16;2655.37;6995.91;10667.7;3092.66;5955.91;2623.02;8629.79;17813.62;5429.5;5452.6;2681.0728;2455.7945;21339.7;11356.28;9899.08;836.15
12/03/2012;138.22;66384.76;9363.9;22302.89;1443.14;37590.17;2120.15;2642.21;154587.609;3694.97;4525.674;1371.09;2646.85;12959.71;6189.86;3490.06;2611.04;6901.35;10530.98;3057.9;5892.75;2614.83;8634.19;17587.67;5359.55;5385.65;2654.402;2434.8585;21134.18;11225.91;9889.86;837.73
11/03/2012;;;;;;;;;;;;;;;;;;;;;;2586.95;8636.82;;;;;;;;;
09/03/2012;138.41;66703.96;9425.84;22424.1;1448.76;37691.01;2123.35;2665.2;155541.703;3703;4520.312;1370.87;2646.85;12922.02;6188.51;3487.48;2608.02;6880.21;10513.84;3054.31;5887.49;;;17503.24;5333.55;5354.84;2664.302;2439.4621;21086;11256.28;9929.74;840.67
08/03/2012;138.12;66908.39;9404.88;22350.83;1452.42;37815.43;2122.25;2683.96;155622.031;3692.1;4515.342;1365.91;2637.18;12907.94;6153.93;3478.36;2600.28;6834.54;10431.16;3039.39;5859.73;2561.74;8593.67;;;;2635.7905;2420.2763;20900.73;11168.5;9768.96;829.61
07/03/2012;136.45;66016.76;9286.64;22085.21;1425;37548.54;2103.07;2687.97;154810.797;3675.24;4480.318;1352.63;2607.85;12837.33;6102.54;3392.33;2536.97;6671.11;10107.69;3002.91;5791.41;2553.32;8605.17;17145.52;5220.45;5240.83;2603.0054;2394.7937;20627.78;10976.49;9576.06;817.8
06/03/2012;135.75;65114.15;9173.69;21816.76;1404.24;37487.63;2096.82;2651.6;154015.141;3665.43;4483.748;1343.36;2588.95;12759.15;6047.53;3362.56;2513.35;6633.11;9996.03;2986.54;5765.8;2610.06;8666.13;17173.29;5222.4;5248.84;2621.0521;2410.4453;20806.25;11119.17;9637.63;819.78
05/03/2012;138.29;66964.03;9436.31;22389.88;1431.86;38155.27;2139.11;2690.58;156917.375;3672.3;4506.414;1364.33;2614.92;12962.81;6153.91;3487.54;2604.61;6866.46;10384.78;3044.53;5874.82;2625.42;8723.11;17362.87;5280.35;5304.29;2662.6978;2445.0024;21265.31;11470.7;9698.59;823.5
04/03/2012;;;;;;;;;;;;;;;;;;;;;;2641.29;;;;;;;;;;
03/03/2012;;;;;;;;;;;;;;;;;;;;;;;;17636.99;5359.4;5383.24;;;;;;
02/03/2012;138.97;67781.6;9574.4;22671.54;1443.05;38327.43;2148.29;2757.3;159352.797;3738.07;4552.343;1369.63;2641.58;12977.57;6149.37;3501.17;2616;6921.37;10509.87;3065.11;5911.13;;;17636.8;5359.35;5380.31;2679.9343;2460.6929;21562.26;11738.71;9777.03;828.52
01/03/2012;139.42;66809.8;9458.68;22415.93;1434.89;38033.45;2126.54;2748.75;158237.328;3743.23;4559.815;1374.09;2643.54;12980.3;6128.28;3499.73;2613.29;6941.77;10528.25;3073.69;5931.25;2623.87;8741.64;17583.97;5339.75;5365.75;2633.3452;2426.1145;21387.96;11602.44;9707.37;824.03
29/02/2012;138.66;65811.73;9309.84;22086.48;1421.82;37816.69;2114.35;2648.22;154269.5;3690.65;4535.596;1365.68;2623.1;12952.07;6109.93;3452.45;2579.85;6856.08;10428.6;3043.91;5871.51;2611.13;8746.98;17752.68;5385.2;5406.46;2634.1432;2428.487;21680.08;11826.76;9723.24;826.98
28/02/2012;139.36;65958.78;9297.19;22035.68;1420.17;38021.42;2125.31;2682.09;155254.234;3686.26;4520.792;1372.18;2633.46;13005.12;6125.09;3453.99;2578.44;6887.63;10442.73;3071.62;5927.91;2593.22;8697.26;17731.12;5375.5;5394.23;2662.4628;2451.8566;21568.73;11761.3;9722.52;828.29
27/02/2012;138.7;65241.49;9205.27;21806.7;1397;37785.72;2122.32;;;3651.64;4495.323;1367.59;2606.76;12981.51;6143.92;3441.45;2568.63;6849.6;10380.92;3063.96;5915.55;2575.13;8758.36;17445.75;5281.2;5282.57;2656.5725;2447.0574;21217.86;11540.23;9633.93;822.65
26/02/2012;;;;;;;;;;;;;;;;;;;;;;2571.58;8776.82;;;;;;;;;
24/02/2012;138.99;65942.73;9279.28;21956.88;1404.52;37945.22;2124.5;2762.61;159140.5;3647.57;4512.165;1365.74;2604.21;12982.95;6184.13;3467.03;2588.18;6864.43;10452.27;3074.65;5935.13;;;17923.57;5429.3;5434.57;2648.0172;2439.6275;21406.86;11689.84;9647.38;823.47
23/02/2012;138.48;65819.62;9218.3;21832.52;1407.32;38027.84;2136.46;2818.09;160804.203;3657.23;4494.722;1363.46;2594.93;12984.69;6200.97;3447.31;2570.33;6809.46;10368.62;3074.94;5937.89;2539.2;8732.75;18078.5;5483.3;5489.51;2606.2558;2409.5543;21380.99;11714.29;9595.57;820.15
22/02/2012;137.91;66092.77;9243.4;21908.31;1410.97;37912.55;2137.23;2838.62;161564.859;3662.4;4519.44;1357.66;2579.78;12938.67;6192.42;3447.37;2571.22;6843.87;10380.16;3063.47;5916.55;2534.91;8692.5;18145.25;5505.35;5509.12;2597.4761;2403.5874;21549.28;11823.6;9554;815.94
21/02/2012;138.33;;;;;37859.48;2137.21;;;3680.98;4525.332;1362.21;2590.24;12965.69;6237.82;3465.24;2584.73;6908.18;10468.48;3066.01;5928.2;2527.04;8681.01;18428.61;5607.15;5631.24;2562.4525;2381.4296;21478.72;11689.69;9463.02;805.73
20/02/2012;138.54;;;;;38296.68;2161.06;;;3672.78;4540.951;;;;6242.99;3472.54;2591.66;6948.25;10584.75;3075.12;5945.25;2504.17;8650.36;;;;2540.7055;2363.597;21424.79;11669.51;9485.09;805.61
19/02/2012;;;;;;;;;;;;;;;;;;;;;;2489.07;8623.1;;;;;;;;;
17/02/2012;137.97;66203.5;9258.46;21906.91;1407.78;37914.7;2143.18;2798.83;160337.781;3647.49;4545.899;1361.23;2584.24;12949.87;6237.69;3439.62;2567.52;6848.03;10441.43;3053.05;5905.07;;;18289.35;5564.3;5592.33;2537.0857;2357.1806;21491.62;11711.51;9384.17;801.63
16/02/2012;137.37;66141.7;9245.58;21848.55;1398.64;38212.24;2158.46;2767.66;159661.453;3592.03;4490.656;1358.04;2592.29;12904.08;6217.28;3393.25;2535.01;6751.96;10296.71;3040.14;5885.38;2474.43;8544.18;18153.99;5521.95;5549.42;2536.0739;2356.8599;21277.28;11577.36;9238.1;792.01
15/02/2012;136.59;65368.49;9124.91;21586.77;1388.24;37864.55;2135.7;2725.47;157731.75;3580.18;4477.476;1343.23;2556.01;12780.95;6198.34;3390.35;2533.77;6757.94;10352.97;3046.42;5892.16;2487.99;8630.28;18202.41;5531.95;5550.62;2549.6068;2366.7017;21365.23;11685.73;9260.34;794.89
14/02/2012;136.65;65038.53;9148.12;21589.57;1364.79;37831.87;2132.68;2725.17;158360.266;3562.84;4435.178;1350.5;2575.24;12878.28;6163.82;3375.64;2521.98;6728.19;10253.56;3048.47;5899.87;2489.5;;17848.57;5416.05;5432.55;2522.1069;2344.7711;20917.83;11413.16;9052.07;782.62
13/02/2012;137.18;65691.53;9281.92;21861.92;1365.86;38204.33;2163.65;2757.51;159243.953;3565.89;4433.591;1351.77;2569.49;12874.04;6177.44;3384.55;2529.4;6738.47;10289.95;3052.15;5905.7;2466.03;8694.77;17772.84;5390.2;5407.36;2531.9812;2351.8546;20887.4;11467.66;8999.18;778
12/02/2012;;;;;;;;;;;;;;;;;;;;;;2456.22;8686.76;;;;;;;;;
10/02/2012;136.3;63997.86;9067.52;21409.59;1345.98;38149.22;2152.69;2721.89;157485.953;3555.43;4410.743;1342.64;2547.32;12801.23;6130.66;3373.14;2521;6692.96;10249.13;3024.62;5852.39;;;17748.69;5381.6;5396.5;2533.6244;2351.9809;20783.86;11405.22;8947.17;774.65
09/02/2012;137.75;65530.49;9320.62;21908.61;1351.51;38242.28;2148.89;2749;159301.75;3556.61;4403.949;1351.95;2563.93;12890.46;6169.63;3424.71;2555.79;6788.8;10356.32;3046.11;5895.47;2466.74;8689.83;17830.75;5412.35;5421.18;2529.2313;2349.5894;21010.01;11669.15;9002.24;776.91
08/02/2012;137.6;65831.16;9351.86;21967.12;1358.33;38140.55;2140.92;2720.15;158284.156;3558.51;4362.162;1349.96;2545.72;12883.95;6155.86;3410;2545.02;6748.76;10316.35;3034.15;5875.93;2464.88;8690.7;17707.32;5368.15;5377.03;2528.2357;2347.5296;21018.46;11705.86;9015.59;777.71
07/02/2012;137.28;65917.02;9357.42;21984.46;1357.28;38062.42;2135.43;2769.56;159198.297;3552.64;4362.738;1347.05;2532.06;12878.2;6157.59;3411.54;2544.46;6754.2;10306.48;3041.57;5890.26;2468.67;8687.38;17622.45;5335.15;5342.19;2457.9536;2291.9018;20699.19;11499.77;8917.52;770.39
06/02/2012;137.05;65223.72;9261;21766.19;1350.3;;;2806.64;159775.859;3559.71;4377.685;1344.33;2528.3;12845.13;6147.03;3405.27;2543.43;6764.83;10374.96;3043.62;5892.2;2475.31;8726.37;17707.31;5361.65;5375.26;2504.3215;2331.136;20709.94;11564.86;8929.2;769.96
05/02/2012;;;;;;;;;;;;;;;;;;;;;;2477.69;8724.09;;;;;;;;;
03/02/2012;137.19;65217.37;9244.88;21735.92;1351.45;38092.81;2136.09;2810.57;160161.047;3583.11;4382.05;1344.9;2529.17;12862.23;6153.31;3427.92;2557.67;6766.67;10413.97;3047.42;5901.07;;;17604.96;5325.85;5327.5;2506.0895;2330.4049;20756.98;11605.57;8831.93;762.33
02/02/2012;135.67;64593.1;9178.44;21588.81;1338.96;37711.16;2114.08;2817.65;160461.031;3580.86;4338.37;1325.54;2495.83;12705.41;6064.41;3376.66;2521.47;6655.63;10212.17;2995.51;5796.07;2476.62;8636.37;17431.85;5269.9;5277.35;2486.2376;2312.5561;20739.45;11583.47;8876.82;765.83
01/02/2012;135.25;64567.18;9197.85;21630.16;1333.07;37709.65;2103.99;2837.06;160894.172;3627.35;4316.369;1324.09;2488.18;12716.46;6069.91;3367.46;2513.54;6616.64;10128.66;2990.34;5790.72;2466.06;8570.41;17300.58;5235.7;5242.73;2428.9942;2268.0802;20333.37;11253.8;8809.79;762.76
31/01/2012;133.64;63072.31;9034.82;21267.93;1299.25;37422.68;2093.82;2787.17;158345.109;3590.7;4260.755;1312.41;2467.95;12632.91;5970.49;3298.55;2462.46;6458.91;9917.43;2932.91;5681.61;2453.98;8568.23;17193.55;5199.25;5202.65;2464.2596;2292.6097;20390.49;11299.05;8802.51;758.4
30/01/2012;133.34;62770.01;9008.86;21199.59;1286.66;37241.61;2080.63;2770.83;157962.797;3549.16;4222.398;1313.01;2465.32;12653.72;5970.74;3265.64;2436.57;6444.45;9773.32;2925.65;5671.09;2421.68;8491.56;16863.3;5087.3;5095.39;2460.7202;2285.0379;20160.41;11145.6;8793.05;758.42
29/01/2012;;;;;;;;;;;;;;;;;;;;;;2432.61;8440.11;;;;;;;;;
27/01/2012;134.2;62904.2;9028.31;21232.95;1290.22;37184.71;2079.86;2831.58;160540.688;3572.04;4226.077;1316.33;2461.77;12660.46;6033.52;3318.76;2476.22;6511.98;9940.44;2958.86;5733.45;;;17233.98;5204.7;5209.64;;;20501.67;11446.52;8841.22;760.88
26/01/2012;134.03;62953.06;9052.82;21287.13;1290.5;37240.78;2079.69;2908.7;162937.031;3566.8;4218.789;1318.43;2454.63;12734.63;6100.43;3363.23;2505.44;6539.85;9974.61;2987.74;5795.2;2390.16;8434.7;;;;;;20439.14;11416.88;8849.47;762.95
25/01/2012;133.68;;;;;37212.86;2083.39;2914.93;162982.422;3592.1;4219.472;1326.05;2465.66;12756.96;6073.36;3312.48;2466.02;6421.85;9825.29;2949.97;5723;2375.25;8420.53;17077.18;5158.3;5163.97;;;;;8883.69;765.34
24/01/2012;132.95;62486.22;9040.39;21236.8;1278.89;36853.3;2063.32;2898.35;162500.969;3597.71;4243.437;1314.65;2433.96;12675.75;6135.1;3322.65;2471.44;6419.22;9765.13;2962.12;5751.9;2361.55;8386.88;16995.77;5127.35;5127.79;;;;;8785.33;756.05
23/01/2012;133.24;62386.24;9010.69;21178.49;1280.18;37195.73;2089.61;2885.62;161651.297;3600.21;4248.166;1316;2437.22;12708.82;6127.67;3338.42;2485.53;6436.62;9852.72;2980.33;5782.56;2352.74;8409.15;16751.73;5046.25;5046.09;;;;;8765.9;755.55
22/01/2012;;;;;;;;;;;;;;;;;;;;;;2340.52;8443.65;;;;;;;;;
20/01/2012;132.75;62312.13;8980.23;21140.7;1280.59;37384.21;2092.9;2867.59;160356.313;3637.87;4278.167;1315.38;2437.02;12720.48;6122.67;3321.5;2471.62;6404.39;9797.35;2954.79;5728.55;;;16739.01;5048.6;5044.92;2504.0856;2319.118;20110.37;11146.99;8766.36;757.06
19/01/2012;132.34;61926.69;8954.54;21083.98;1269.64;37680.06;2107.4;2882.14;160850.719;3617.13;4268.944;1314.5;2441.7;12623.98;6194.45;3328.94;2476.71;6416.26;9838.48;2959.4;5741.15;2336.98;8461.77;16643.74;5018.4;5012.08;2468.3503;2296.0752;19942.95;11138.49;8639.68;748.13
18/01/2012;131.32;61722.86;8942.22;21059.7;1254.22;37506.76;2098.5;2862.24;160275.594;3606.69;4249.387;1308.04;2425.96;12578.95;6116.23;3264.93;2430.83;6354.57;9752.74;2937.11;5702.37;2332.72;8555.22;16451.47;4955.8;4943.79;2422.1887;2266.384;19686.92;10952.6;8550.58;741.52
17/01/2012;130.16;60645.9;8785.28;20717.46;1235;36601.2;2040.93;2784.9;157130.141;3586.22;4228.728;1293.67;2393.24;12482.07;6056.17;3269.99;2431.12;6332.93;9721.84;2930.34;5693.95;2293.09;8600.28;16466.05;4967.3;4959.81;2460.6006;2298.3755;19627.75;10962.42;8466.4;736.4
16/01/2012;129.03;59956.46;8687.3;20520.64;1229.14;36916.16;2056.6;2754.57;155248.016;3593.41;4220.57;;;;6031.24;3225;2397.72;6220.01;9571.62;2909.96;5657.44;2324.73;8640.36;16189.36;4873.9;4872.24;2345.6486;2206.1933;19012.2;10489.59;8378.36;731.39
15/01/2012;;;;;;;;;;;;;;;;;;;;;;2344.18;8638.18;;;;;;;;;
13/01/2012;128.96;59146.58;8578.04;20274.41;1212.4;36548.56;2034.31;2753.52;155571.875;3561.62;4205.048;1289.09;2371.98;12422.06;5996.34;3196.49;2377.44;6143.08;9487.32;2899.91;5636.64;;;16154.62;4866;4862.93;2394.3337;2244.5801;19204.42;10637.03;8500.02;738.3
12/01/2012;129.58;59920.78;8639.1;20407.98;1217.22;37320.97;2080.49;2819.99;158796.719;3563.23;4213.542;1295.5;2381.99;12471.02;6018.07;3199.98;2381.77;6179.21;9535.56;2911.48;5662.42;2360.55;8699.46;16037.51;4831.25;4826.37;2435.2194;2275.01;19095.38;10519.21;8385.59;732.34
11/01/2012;129.11;59962.4;8639.37;20405.22;1218.53;37307.64;2077.76;2825.73;158258.859;3570.56;4204.192;1292.48;2372.25;12449.45;6008.04;3204.83;2379.86;6152.34;9469.64;2911.3;5670.82;2365.46;8710.89;16175.86;4860.95;4844.21;2435.608;2276.046;19151.94;10517.07;8447.88;738.89
10/01/2012;129.36;59805.96;8622.51;20372.92;1221.61;37190.9;2069.43;2833.23;157851.797;3601.74;4210.47;1292.08;2367.38;12462.47;6050.78;3210.79;2381.23;6162.98;9388.77;2921.9;5696.7;2362.17;8629.25;16165.09;4849.55;4826.24;2447.3485;2285.7444;19004.28;10413.61;8422.26;736.78
09/01/2012;127.8;59082.88;8548.03;20244.62;1212.02;36785.34;2043.31;2780.51;155266.141;3582.64;4205.188;1280.7;2350.65;12392.69;5987.54;3127.69;2323.46;6017.23;9163.51;2880.93;5612.26;2360.96;8809.75;15814.72;4742.8;4718.65;2368.5699;2225.8897;18865.72;10225.81;;
08/01/2012;;;;;;;;;;;;;;;;;;;;;;2386.47;8829.24;;;;;;;;;
07/01/2012;;;;;;;;;;;;;;;;;;;;;;;;15848.8;4746.9;4720.49;;;;;;
06/01/2012;127.39;58600.37;8498.04;20127.44;1208.2;36804.05;2044.16;2769.75;155490.641;3576.82;4201.48;1277.81;2356.17;12359.92;6013.83;3137.36;2330.89;6057.92;9215.68;2897.03;5649.68;;;15867.73;4754.1;4722.12;2290.6009;2163.3947;18593.06;9987.33;8390.35;734.09
05/01/2012;127.92;58546.08;8494.24;20128.43;1204.35;37017.95;2056.28;2715.19;154019.797;3571.77;4188.647;1281.06;2348.98;12415.7;6026.57;3144.91;2335.15;6095.99;9170.46;2882.24;5624.26;2398.76;8885.98;15857.08;4749.95;4721.46;2276.3845;2148.4518;18813.41;10140.92;8488.71;741.64
04/01/2012;128.6;59364.95;8593.46;20350.52;1220.95;37387.63;2072.45;2715.46;154400.438;3569.6;4198.12;1277.3;2329.71;12418.42;6058.08;3193.65;2371.26;6111.55;9190.12;2906.4;5668.45;2416.61;8891.8;15882.64;4749.65;4723.07;2298.7528;2169.39;18727.31;10094.41;8560.11;749.59
03/01/2012;129.15;59264.87;8583.1;20324.96;1232.7;37384.34;2066.87;2568.2;149091.781;3562.5;4163.156;1277.06;2321.96;12397.38;6050.93;3245.4;2406.91;6166.57;9229.09;2923.63;5699.91;2409.38;8880.43;15939.36;4765.3;4734.7;;;18877.41;10235.17;;
02/01/2012;127.07;57829.27;8372.73;19889.39;1218.71;37335.03;2051.18;;;3567.12;4158.062;;;;;3222.3;2389.07;6075.52;9115.2;;;2396.98;8786.07;15517.92;4636.75;4606.81;;;;;;
30/12/2011;126.83;;;;;37077.52;2037.62;;;3539.82;4177.531;1257.6;2277.83;12217.56;5936.23;3159.81;2344.44;5898.35;8897.81;2857.88;5572.28;;;15454.92;4624.3;4598.21;2345.742;2199.4169;18434.39;9936.48;8455.35;738.76
29/12/2011;126.41;56754.08;8279.42;19706.12;1200.22;37185.73;2048.25;2462.63;144517.969;3548.05;4171.945;1263.02;2285.07;12287.04;5896.6;3127.56;2320.52;5848.78;8827.81;2853.58;5566.77;2402.28;8779.03;15543.93;4646.25;4620.04;2311.3608;2173.5607;18397.92;9944.58;8398.89;732.46
28/12/2011;125.4;56533.76;8239.48;19603.66;1190.81;36644.86;2019.37;2425.98;143924.828;3542.17;4151.719;1249.64;2267.08;12151.41;5895.25;3071.08;2282.42;5771.27;8752.86;2825.88;5507.4;2366.37;8812.46;15727.85;4705.8;4668.62;2307.928;2170.0126;18518.67;9980.51;8423.62;732.19
